value,gesture
1;4;-41;-2;-9;5;7;5;3;8;-8;0;15;-11;-4;2;10;-2;23;4;-4;11;25;-2;-12;-40;-41;-14;-5;-5;-1;-6;5;30;46;10;-8;4;10;9;3;4;-58;-2;-2;-5;2;7;0;-24;-17;-12;5;0;11;2;-9;-7;53;15;-2;-2;1;-2;,5
10;-2;23;4;-4;11;25;-2;-12;-40;-41;-14;-5;-5;-1;-6;5;30;46;10;-8;4;10;9;3;4;-58;-2;-2;-5;2;7;0;-24;-17;-12;5;0;11;2;-9;-7;53;15;-2;-2;1;-2;-13;-28;-66;9;0;-3;7;-6;1;-15;-20;-34;-7;-2;20;2;,5
5;30;46;10;-8;4;10;9;3;4;-58;-2;-2;-5;2;7;0;-24;-17;-12;5;0;11;2;-9;-7;53;15;-2;-2;1;-2;-13;-28;-66;9;0;-3;7;-6;1;-15;-20;-34;-7;-2;20;2;-9;4;-38;-2;1;-3;-21;-7;6;11;17;-8;-8;-3;41;6;,5
-13;-28;-66;9;0;-3;7;-6;1;-15;-20;-34;-7;-2;20;2;-9;4;-38;-2;1;-3;-21;-7;6;11;17;-8;-8;-3;41;6;6;14;46;33;-1;7;-24;0;4;15;50;10;5;9;-7;-8;-13;-6;-102;-39;-1;-4;11;2;5;-14;79;15;-4;-5;-21;-3;,5
-9;4;-38;-2;1;-3;-21;-7;6;11;17;-8;-8;-3;41;6;6;14;46;33;-1;7;-24;0;4;15;50;10;5;9;-7;-8;-13;-6;-102;-39;-1;-4;11;2;5;-14;79;15;-4;-5;-21;-3;23;30;-29;-13;4;3;4;3;-19;15;61;56;0;-6;-4;-5;,5
6;14;46;33;-1;7;-24;0;4;15;50;10;5;9;-7;-8;-13;-6;-102;-39;-1;-4;11;2;5;-14;79;15;-4;-5;-21;-3;23;30;-29;-13;4;3;4;3;-19;15;61;56;0;-6;-4;-5;-2;3;33;-34;-3;-8;-32;-3;9;1;-33;-9;10;5;-60;-4;,5
-13;-6;-102;-39;-1;-4;11;2;5;-14;79;15;-4;-5;-21;-3;23;30;-29;-13;4;3;4;3;-19;15;61;56;0;-6;-4;-5;-2;3;33;-34;-3;-8;-32;-3;9;1;-33;-9;10;5;-60;-4;-5;3;63;-3;0;5;11;6;-5;-6;-24;-18;-11;-6;64;13;,5
23;30;-29;-13;4;3;4;3;-19;15;61;56;0;-6;-4;-5;-2;3;33;-34;-3;-8;-32;-3;9;1;-33;-9;10;5;-60;-4;-5;3;63;-3;0;5;11;6;-5;-6;-24;-18;-11;-6;64;13;0;7;34;34;4;1;-20;10;2;1;3;-14;-10;-8;0;-3;,5
-5;3;63;-3;0;5;11;6;-5;-6;-24;-18;-11;-6;64;13;0;7;34;34;4;1;-20;10;2;1;3;-14;-10;-8;0;-3;8;27;-22;6;-5;-15;-15;-10;6;-6;-44;-28;1;1;-7;4;-12;1;45;-5;-6;2;-2;-17;1;4;6;49;-1;0;19;2;,5
0;7;34;34;4;1;-20;10;2;1;3;-14;-10;-8;0;-3;8;27;-22;6;-5;-15;-15;-10;6;-6;-44;-28;1;1;-7;4;-12;1;45;-5;-6;2;-2;-17;1;4;6;49;-1;0;19;2;-3;6;23;11;0;3;-3;-3;-6;-20;-9;-22;2;2;-9;-2;,5
8;27;-22;6;-5;-15;-15;-10;6;-6;-44;-28;1;1;-7;4;-12;1;45;-5;-6;2;-2;-17;1;4;6;49;-1;0;19;2;-3;6;23;11;0;3;-3;-3;-6;-20;-9;-22;2;2;-9;-2;0;1;-55;-12;-2;-12;-29;-6;1;-8;-29;-11;5;2;-10;3;,5
-12;1;45;-5;-6;2;-2;-17;1;4;6;49;-1;0;19;2;-3;6;23;11;0;3;-3;-3;-6;-20;-9;-22;2;2;-9;-2;0;1;-55;-12;-2;-12;-29;-6;1;-8;-29;-11;5;2;-10;3;2;-29;38;-9;-4;2;11;-1;2;46;-17;10;-2;-4;-22;-7;,5
-3;6;23;11;0;3;-3;-3;-6;-20;-9;-22;2;2;-9;-2;0;1;-55;-12;-2;-12;-29;-6;1;-8;-29;-11;5;2;-10;3;2;-29;38;-9;-4;2;11;-1;2;46;-17;10;-2;-4;-22;-7;-7;-16;10;20;-5;4;19;-1;-8;1;-28;-14;-2;-2;9;-7;,5
2;-29;38;-9;-4;2;11;-1;2;46;-17;10;-2;-4;-22;-7;-7;-16;10;20;-5;4;19;-1;-8;1;-28;-14;-2;-2;9;-7;9;-4;35;-14;5;2;27;7;0;-32;-77;-28;-6;-3;-21;0;-12;37;36;7;-11;-10;-13;-12;18;-5;-8;21;3;1;2;2;,5
-7;-16;10;20;-5;4;19;-1;-8;1;-28;-14;-2;-2;9;-7;9;-4;35;-14;5;2;27;7;0;-32;-77;-28;-6;-3;-21;0;-12;37;36;7;-11;-10;-13;-12;18;-5;-8;21;3;1;2;2;-33;7;-23;1;7;4;9;-3;4;-19;43;-12;0;-8;-24;-17;,5
9;-4;35;-14;5;2;27;7;0;-32;-77;-28;-6;-3;-21;0;-12;37;36;7;-11;-10;-13;-12;18;-5;-8;21;3;1;2;2;-33;7;-23;1;7;4;9;-3;4;-19;43;-12;0;-8;-24;-17;1;-19;-43;-9;4;7;16;1;-6;-15;6;-9;-9;-11;-7;-5;,5
-12;37;36;7;-11;-10;-13;-12;18;-5;-8;21;3;1;2;2;-33;7;-23;1;7;4;9;-3;4;-19;43;-12;0;-8;-24;-17;1;-19;-43;-9;4;7;16;1;-6;-15;6;-9;-9;-11;-7;-5;8;-17;-56;-28;-5;-2;-14;3;2;20;49;38;6;24;35;0;,5
-33;7;-23;1;7;4;9;-3;4;-19;43;-12;0;-8;-24;-17;1;-19;-43;-9;4;7;16;1;-6;-15;6;-9;-9;-11;-7;-5;8;-17;-56;-28;-5;-2;-14;3;2;20;49;38;6;24;35;0;-1;-10;4;2;-2;5;-1;0;-3;20;24;-12;-1;2;13;0;,5
8;-17;-56;-28;-5;-2;-14;3;2;20;49;38;6;24;35;0;-1;-10;4;2;-2;5;-1;0;-3;20;24;-12;-1;2;13;0;-3;4;-24;12;1;-7;-8;-1;-12;-18;3;-1;-5;-8;-5;-4;2;-15;-25;-24;-3;1;14;3;3;19;-6;4;3;4;-5;5;,5
8;-17;-56;-28;-5;-2;-14;3;2;20;49;38;6;24;35;0;-1;-10;4;2;-2;5;-1;0;-3;20;24;-12;-1;2;13;0;-3;4;-24;12;1;-7;-8;-1;-12;-18;3;-1;-5;-8;-5;-4;2;-15;-25;-24;-3;1;14;3;3;19;-6;4;3;4;-5;5;,5
-3;4;-24;12;1;-7;-8;-1;-12;-18;3;-1;-5;-8;-5;-4;2;-15;-25;-24;-3;1;14;3;3;19;-6;4;3;4;-5;5;6;4;0;23;2;-3;-2;-3;1;-2;-54;-44;-4;-3;-12;1;0;-6;-6;2;-7;-10;-5;-2;1;8;-5;11;2;-4;-1;-1;,5
2;-15;-25;-24;-3;1;14;3;3;19;-6;4;3;4;-5;5;6;4;0;23;2;-3;-2;-3;1;-2;-54;-44;-4;-3;-12;1;0;-6;-6;2;-7;-10;-5;-2;1;8;-5;11;2;-4;-1;-1;-5;-6;-10;-1;-2;-2;-14;-4;-12;-10;13;10;-3;-15;-18;-3;,5
6;4;0;23;2;-3;-2;-3;1;-2;-54;-44;-4;-3;-12;1;0;-6;-6;2;-7;-10;-5;-2;1;8;-5;11;2;-4;-1;-1;-5;-6;-10;-1;-2;-2;-14;-4;-12;-10;13;10;-3;-15;-18;-3;8;-12;-2;-13;1;8;17;2;-9;13;-8;-13;-4;5;3;3;,5
-5;-6;-10;-1;-2;-2;-14;-4;-12;-10;13;10;-3;-15;-18;-3;8;-12;-2;-13;1;8;17;2;-9;13;-8;-13;-4;5;3;3;3;7;19;7;2;-8;-35;-10;9;0;-15;5;2;2;-1;8;-8;7;-7;17;0;-11;0;-20;-1;-28;14;9;-2;3;11;7;,5
8;-12;-2;-13;1;8;17;2;-9;13;-8;-13;-4;5;3;3;3;7;19;7;2;-8;-35;-10;9;0;-15;5;2;2;-1;8;-8;7;-7;17;0;-11;0;-20;-1;-28;14;9;-2;3;11;7;5;19;15;-48;-6;-3;-6;4;-4;2;0;14;0;1;-14;-9;,5
3;7;19;7;2;-8;-35;-10;9;0;-15;5;2;2;-1;8;-8;7;-7;17;0;-11;0;-20;-1;-28;14;9;-2;3;11;7;5;19;15;-48;-6;-3;-6;4;-4;2;0;14;0;1;-14;-9;-1;-8;-17;-3;-2;-7;-5;8;3;-45;-40;-1;3;3;-15;0;,5
-8;7;-7;17;0;-11;0;-20;-1;-28;14;9;-2;3;11;7;5;19;15;-48;-6;-3;-6;4;-4;2;0;14;0;1;-14;-9;-1;-8;-17;-3;-2;-7;-5;8;3;-45;-40;-1;3;3;-15;0;-5;30;73;-20;-8;-3;-9;-6;-4;7;19;17;0;-1;24;-8;,5
5;19;15;-48;-6;-3;-6;4;-4;2;0;14;0;1;-14;-9;-1;-8;-17;-3;-2;-7;-5;8;3;-45;-40;-1;3;3;-15;0;-5;30;73;-20;-8;-3;-9;-6;-4;7;19;17;0;-1;24;-8;4;-8;-6;42;3;3;-11;13;-1;-2;9;-33;0;-5;7;-3;,5
-5;30;73;-20;-8;-3;-9;-6;-4;7;19;17;0;-1;24;-8;4;-8;-6;42;3;3;-11;13;-1;-2;9;-33;0;-5;7;-3;-8;-31;-36;-7;-6;1;15;4;8;12;25;5;5;-6;-18;-5;-3;15;43;11;-1;5;27;4;-1;10;-60;15;-1;-1;-8;-8;,5
4;-8;-6;42;3;3;-11;13;-1;-2;9;-33;0;-5;7;-3;-8;-31;-36;-7;-6;1;15;4;8;12;25;5;5;-6;-18;-5;-3;15;43;11;-1;5;27;4;-1;10;-60;15;-1;-1;-8;-8;-11;-35;-42;-28;-6;-5;-8;-1;4;14;39;9;-8;3;2;4;,5
-8;-31;-36;-7;-6;1;15;4;8;12;25;5;5;-6;-18;-5;-3;15;43;11;-1;5;27;4;-1;10;-60;15;-1;-1;-8;-8;-11;-35;-42;-28;-6;-5;-8;-1;4;14;39;9;-8;3;2;4;-3;-4;-52;-20;4;3;-8;-5;2;-2;37;3;-7;-15;-23;0;,5
-3;15;43;11;-1;5;27;4;-1;10;-60;15;-1;-1;-8;-8;-11;-35;-42;-28;-6;-5;-8;-1;4;14;39;9;-8;3;2;4;-3;-4;-52;-20;4;3;-8;-5;2;-2;37;3;-7;-15;-23;0;5;30;16;11;3;19;21;-7;-1;22;-22;6;-1;2;29;26;,5
-11;-35;-42;-28;-6;-5;-8;-1;4;14;39;9;-8;3;2;4;-3;-4;-52;-20;4;3;-8;-5;2;-2;37;3;-7;-15;-23;0;5;30;16;11;3;19;21;-7;-1;22;-22;6;-1;2;29;26;-1;5;22;-8;-3;-4;4;-16;-9;-5;35;0;3;6;8;-4;,5
-11;-35;-42;-28;-6;-5;-8;-1;4;14;39;9;-8;3;2;4;-3;-4;-52;-20;4;3;-8;-5;2;-2;37;3;-7;-15;-23;0;5;30;16;11;3;19;21;-7;-1;22;-22;6;-1;2;29;26;-1;5;22;-8;-3;-4;4;-16;-9;-5;35;0;3;6;8;-4;,5
5;30;16;11;3;19;21;-7;-1;22;-22;6;-1;2;29;26;-1;5;22;-8;-3;-4;4;-16;-9;-5;35;0;3;6;8;-4;5;-31;-50;7;-2;-17;-16;-2;-10;-26;8;11;0;5;-16;-7;-3;11;37;8;2;10;5;5;2;35;-38;-14;-3;-9;8;1;,5
-1;5;22;-8;-3;-4;4;-16;-9;-5;35;0;3;6;8;-4;5;-31;-50;7;-2;-17;-16;-2;-10;-26;8;11;0;5;-16;-7;-3;11;37;8;2;10;5;5;2;35;-38;-14;-3;-9;8;1;-11;-21;-53;12;-2;-2;9;-2;5;-26;-39;-24;0;-7;-20;-4;,5
-3;11;37;8;2;10;5;5;2;35;-38;-14;-3;-9;8;1;-11;-21;-53;12;-2;-2;9;-2;5;-26;-39;-24;0;-7;-20;-4;-3;6;48;-3;-5;-4;8;2;-2;9;26;19;1;2;32;-3;6;8;10;-2;3;9;-3;1;5;3;-32;-1;-2;-2;3;0;,5
-11;-21;-53;12;-2;-2;9;-2;5;-26;-39;-24;0;-7;-20;-4;-3;6;48;-3;-5;-4;8;2;-2;9;26;19;1;2;32;-3;6;8;10;-2;3;9;-3;1;5;3;-32;-1;-2;-2;3;0;4;2;-6;4;1;-1;-14;-6;-25;-16;-3;-3;5;1;7;5;,5
6;8;10;-2;3;9;-3;1;5;3;-32;-1;-2;-2;3;0;4;2;-6;4;1;-1;-14;-6;-25;-16;-3;-3;5;1;7;5;-5;45;-38;-2;-6;0;8;1;-4;-6;39;34;1;-6;-4;-5;6;-3;-9;-56;-4;-5;-9;0;4;3;-7;5;-7;5;19;2;,5
4;2;-6;4;1;-1;-14;-6;-25;-16;-3;-3;5;1;7;5;-5;45;-38;-2;-6;0;8;1;-4;-6;39;34;1;-6;-4;-5;6;-3;-9;-56;-4;-5;-9;0;4;3;-7;5;-7;5;19;2;10;-3;-46;-17;7;3;8;3;-8;-8;41;22;-1;-1;-4;0;,5
-5;45;-38;-2;-6;0;8;1;-4;-6;39;34;1;-6;-4;-5;6;-3;-9;-56;-4;-5;-9;0;4;3;-7;5;-7;5;19;2;10;-3;-46;-17;7;3;8;3;-8;-8;41;22;-1;-1;-4;0;-5;0;-25;32;2;-8;-35;-8;-2;-6;38;-10;-4;2;-14;-14;,5
6;-3;-9;-56;-4;-5;-9;0;4;3;-7;5;-7;5;19;2;10;-3;-46;-17;7;3;8;3;-8;-8;41;22;-1;-1;-4;0;-5;0;-25;32;2;-8;-35;-8;-2;-6;38;-10;-4;2;-14;-14;-5;-23;-18;-27;-9;-5;-3;1;7;25;-15;-15;0;-4;11;1;,5
10;-3;-46;-17;7;3;8;3;-8;-8;41;22;-1;-1;-4;0;-5;0;-25;32;2;-8;-35;-8;-2;-6;38;-10;-4;2;-14;-14;-5;-23;-18;-27;-9;-5;-3;1;7;25;-15;-15;0;-4;11;1;2;-10;0;5;0;1;2;2;5;-8;-5;3;0;-4;-1;7;,5
-5;-23;-18;-27;-9;-5;-3;1;7;25;-15;-15;0;-4;11;1;2;-10;0;5;0;1;2;2;5;-8;-5;3;0;-4;-1;7;0;6;54;10;1;-2;-18;-4;1;-6;-29;-11;-2;1;23;8;10;27;-66;3;-4;-5;2;9;-9;-19;1;2;-2;-9;-31;-15;,5
2;-10;0;5;0;1;2;2;5;-8;-5;3;0;-4;-1;7;0;6;54;10;1;-2;-18;-4;1;-6;-29;-11;-2;1;23;8;10;27;-66;3;-4;-5;2;9;-9;-19;1;2;-2;-9;-31;-15;-23;6;27;18;10;9;-13;-1;-9;-27;16;-36;-4;-7;-38;-9;,5
0;6;54;10;1;-2;-18;-4;1;-6;-29;-11;-2;1;23;8;10;27;-66;3;-4;-5;2;9;-9;-19;1;2;-2;-9;-31;-15;-23;6;27;18;10;9;-13;-1;-9;-27;16;-36;-4;-7;-38;-9;-1;-2;26;-16;-3;-3;0;-5;12;-14;-47;1;-5;-3;-8;-2;,5
10;27;-66;3;-4;-5;2;9;-9;-19;1;2;-2;-9;-31;-15;-23;6;27;18;10;9;-13;-1;-9;-27;16;-36;-4;-7;-38;-9;-1;-2;26;-16;-3;-3;0;-5;12;-14;-47;1;-5;-3;-8;-2;11;14;6;11;-1;-4;18;0;4;7;22;3;2;5;11;11;,5
-23;6;27;18;10;9;-13;-1;-9;-27;16;-36;-4;-7;-38;-9;-1;-2;26;-16;-3;-3;0;-5;12;-14;-47;1;-5;-3;-8;-2;11;14;6;11;-1;-4;18;0;4;7;22;3;2;5;11;11;-4;-11;-38;9;-2;2;34;6;4;-12;-1;1;5;-2;-8;0;,5
11;14;6;11;-1;-4;18;0;4;7;22;3;2;5;11;11;-4;-11;-38;9;-2;2;34;6;4;-12;-1;1;5;-2;-8;0;-3;26;33;-11;-6;-3;2;-7;4;-5;-6;-7;-3;-1;-17;-5;-17;11;-13;-16;-13;-10;-2;-12;-10;-11;36;-3;-3;-1;10;0;,5
-4;-11;-38;9;-2;2;34;6;4;-12;-1;1;5;-2;-8;0;-3;26;33;-11;-6;-3;2;-7;4;-5;-6;-7;-3;-1;-17;-5;-17;11;-13;-16;-13;-10;-2;-12;-10;-11;36;-3;-3;-1;10;0;1;-27;-8;-3;-1;-3;-33;-8;2;28;-17;20;-2;7;30;6;,5
-3;26;33;-11;-6;-3;2;-7;4;-5;-6;-7;-3;-1;-17;-5;-17;11;-13;-16;-13;-10;-2;-12;-10;-11;36;-3;-3;-1;10;0;1;-27;-8;-3;-1;-3;-33;-8;2;28;-17;20;-2;7;30;6;2;-20;16;-21;16;3;-14;-1;1;15;0;-4;0;-2;9;7;,5
-17;11;-13;-16;-13;-10;-2;-12;-10;-11;36;-3;-3;-1;10;0;1;-27;-8;-3;-1;-3;-33;-8;2;28;-17;20;-2;7;30;6;2;-20;16;-21;16;3;-14;-1;1;15;0;-4;0;-2;9;7;8;-1;-20;-11;0;-3;22;22;-8;-11;-40;11;-10;-3;0;-23;,5
1;-27;-8;-3;-1;-3;-33;-8;2;28;-17;20;-2;7;30;6;2;-20;16;-21;16;3;-14;-1;1;15;0;-4;0;-2;9;7;8;-1;-20;-11;0;-3;22;22;-8;-11;-40;11;-10;-3;0;-23;15;30;-3;-11;0;-5;3;4;-24;-40;21;0;1;1;-7;-10;,5
8;-1;-20;-11;0;-3;22;22;-8;-11;-40;11;-10;-3;0;-23;15;30;-3;-11;0;-5;3;4;-24;-40;21;0;1;1;-7;-10;-3;-9;12;3;0;1;-2;0;-13;-2;-5;-23;-5;-4;-4;-3;-4;-25;0;33;-11;-1;-3;1;11;10;-13;-23;12;5;-7;2;,5
15;30;-3;-11;0;-5;3;4;-24;-40;21;0;1;1;-7;-10;-3;-9;12;3;0;1;-2;0;-13;-2;-5;-23;-5;-4;-4;-3;-4;-25;0;33;-11;-1;-3;1;11;10;-13;-23;12;5;-7;2;6;-11;22;23;6;2;-7;-13;4;0;12;-16;3;2;-1;2;,5
-3;-9;12;3;0;1;-2;0;-13;-2;-5;-23;-5;-4;-4;-3;-4;-25;0;33;-11;-1;-3;1;11;10;-13;-23;12;5;-7;2;6;-11;22;23;6;2;-7;-13;4;0;12;-16;3;2;-1;2;1;17;11;-1;-4;-2;-29;-2;5;29;-10;10;-13;-3;3;3;,5
-4;-25;0;33;-11;-1;-3;1;11;10;-13;-23;12;5;-7;2;6;-11;22;23;6;2;-7;-13;4;0;12;-16;3;2;-1;2;1;17;11;-1;-4;-2;-29;-2;5;29;-10;10;-13;-3;3;3;-7;-20;-24;4;1;-11;-18;-7;2;-18;6;-20;5;8;-10;-3;,5
6;-11;22;23;6;2;-7;-13;4;0;12;-16;3;2;-1;2;1;17;11;-1;-4;-2;-29;-2;5;29;-10;10;-13;-3;3;3;-7;-20;-24;4;1;-11;-18;-7;2;-18;6;-20;5;8;-10;-3;-11;32;66;13;-2;3;-1;-1;6;-20;-46;-1;-1;-6;1;-6;,5
1;17;11;-1;-4;-2;-29;-2;5;29;-10;10;-13;-3;3;3;-7;-20;-24;4;1;-11;-18;-7;2;-18;6;-20;5;8;-10;-3;-11;32;66;13;-2;3;-1;-1;6;-20;-46;-1;-1;-6;1;-6;-1;11;-12;-13;0;14;16;4;2;2;-41;2;-3;-1;-5;2;,5
-11;32;66;13;-2;3;-1;-1;6;-20;-46;-1;-1;-6;1;-6;-1;11;-12;-13;0;14;16;4;2;2;-41;2;-3;-1;-5;2;0;2;41;4;3;3;2;-4;3;6;-5;3;2;0;-2;2;1;3;45;14;-10;-14;-12;-10;-1;-20;-26;-26;-1;-5;8;10;,5
-1;11;-12;-13;0;14;16;4;2;2;-41;2;-3;-1;-5;2;0;2;41;4;3;3;2;-4;3;6;-5;3;2;0;-2;2;1;3;45;14;-10;-14;-12;-10;-1;-20;-26;-26;-1;-5;8;10;-2;-39;-34;14;4;0;2;-5;1;41;49;-17;-5;-15;-17;1;,5
0;2;41;4;3;3;2;-4;3;6;-5;3;2;0;-2;2;1;3;45;14;-10;-14;-12;-10;-1;-20;-26;-26;-1;-5;8;10;-2;-39;-34;14;4;0;2;-5;1;41;49;-17;-5;-15;-17;1;-2;-46;-91;-31;-5;7;29;4;7;23;55;44;5;-9;-3;5;,5
1;3;45;14;-10;-14;-12;-10;-1;-20;-26;-26;-1;-5;8;10;-2;-39;-34;14;4;0;2;-5;1;41;49;-17;-5;-15;-17;1;-2;-46;-91;-31;-5;7;29;4;7;23;55;44;5;-9;-3;5;-1;3;8;0;0;12;6;-3;-7;-3;11;-18;-10;-3;14;2;,5
-2;-39;-34;14;4;0;2;-5;1;41;49;-17;-5;-15;-17;1;-2;-46;-91;-31;-5;7;29;4;7;23;55;44;5;-9;-3;5;-1;3;8;0;0;12;6;-3;-7;-3;11;-18;-10;-3;14;2;-1;-4;19;23;10;7;-10;-4;7;27;14;-11;-2;-8;14;4;,5
-2;-46;-91;-31;-5;7;29;4;7;23;55;44;5;-9;-3;5;-1;3;8;0;0;12;6;-3;-7;-3;11;-18;-10;-3;14;2;-1;-4;19;23;10;7;-10;-4;7;27;14;-11;-2;-8;14;4;-8;-1;-21;2;1;-4;4;-10;6;-35;-33;4;0;6;-3;-3;,5
-1;-4;19;23;10;7;-10;-4;7;27;14;-11;-2;-8;14;4;-8;-1;-21;2;1;-4;4;-10;6;-35;-33;4;0;6;-3;-3;-9;-17;9;39;0;-5;-1;22;-4;51;-48;-50;-11;-8;-6;-10;5;-5;-7;-38;-6;-7;-13;1;-4;-7;-20;1;-3;7;14;2;,5
-8;-1;-21;2;1;-4;4;-10;6;-35;-33;4;0;6;-3;-3;-9;-17;9;39;0;-5;-1;22;-4;51;-48;-50;-11;-8;-6;-10;5;-5;-7;-38;-6;-7;-13;1;-4;-7;-20;1;-3;7;14;2;4;-3;47;-12;0;-11;-7;-6;-11;-20;-3;40;1;0;-44;-22;,5
-9;-17;9;39;0;-5;-1;22;-4;51;-48;-50;-11;-8;-6;-10;5;-5;-7;-38;-6;-7;-13;1;-4;-7;-20;1;-3;7;14;2;4;-3;47;-12;0;-11;-7;-6;-11;-20;-3;40;1;0;-44;-22;-4;-23;-10;2;-6;-4;16;8;5;14;10;7;2;3;-7;-5;,5
5;-5;-7;-38;-6;-7;-13;1;-4;-7;-20;1;-3;7;14;2;4;-3;47;-12;0;-11;-7;-6;-11;-20;-3;40;1;0;-44;-22;-4;-23;-10;2;-6;-4;16;8;5;14;10;7;2;3;-7;-5;6;17;26;23;6;3;-1;5;0;-3;-39;-43;0;-6;-26;-4;,5
4;-3;47;-12;0;-11;-7;-6;-11;-20;-3;40;1;0;-44;-22;-4;-23;-10;2;-6;-4;16;8;5;14;10;7;2;3;-7;-5;6;17;26;23;6;3;-1;5;0;-3;-39;-43;0;-6;-26;-4;-5;-27;-36;-7;-9;1;3;-11;6;1;1;23;-1;-3;1;1;,5
6;17;26;23;6;3;-1;5;0;-3;-39;-43;0;-6;-26;-4;-5;-27;-36;-7;-9;1;3;-11;6;1;1;23;-1;-3;1;1;4;38;6;-16;4;2;0;-5;-11;-19;-4;3;5;6;11;6;-2;1;-40;3;-3;2;-8;-3;-6;-8;-8;-10;-6;1;5;-2;,5
-5;-27;-36;-7;-9;1;3;-11;6;1;1;23;-1;-3;1;1;4;38;6;-16;4;2;0;-5;-11;-19;-4;3;5;6;11;6;-2;1;-40;3;-3;2;-8;-3;-6;-8;-8;-10;-6;1;5;-2;3;7;57;22;-6;-5;-1;2;12;-3;40;-5;3;-4;-19;-8;,5
4;38;6;-16;4;2;0;-5;-11;-19;-4;3;5;6;11;6;-2;1;-40;3;-3;2;-8;-3;-6;-8;-8;-10;-6;1;5;-2;3;7;57;22;-6;-5;-1;2;12;-3;40;-5;3;-4;-19;-8;-8;6;4;-17;7;10;16;-3;-5;-6;37;19;-2;6;-3;-15;,5
-2;1;-40;3;-3;2;-8;-3;-6;-8;-8;-10;-6;1;5;-2;3;7;57;22;-6;-5;-1;2;12;-3;40;-5;3;-4;-19;-8;-8;6;4;-17;7;10;16;-3;-5;-6;37;19;-2;6;-3;-15;1;3;-59;-15;-6;0;11;1;5;-27;-41;-25;-1;-6;-1;3;,5
3;7;57;22;-6;-5;-1;2;12;-3;40;-5;3;-4;-19;-8;-8;6;4;-17;7;10;16;-3;-5;-6;37;19;-2;6;-3;-15;1;3;-59;-15;-6;0;11;1;5;-27;-41;-25;-1;-6;-1;3;0;34;110;41;1;-13;-14;-3;-9;-20;-19;-55;0;9;2;0;,5
1;3;-59;-15;-6;0;11;1;5;-27;-41;-25;-1;-6;-1;3;0;34;110;41;1;-13;-14;-3;-9;-20;-19;-55;0;9;2;0;-2;-18;-40;-11;-8;-2;-2;-5;-7;0;45;39;1;0;15;-4;4;-9;-35;21;5;-14;-9;13;-1;34;21;-27;-6;-2;-2;-4;,5
0;34;110;41;1;-13;-14;-3;-9;-20;-19;-55;0;9;2;0;-2;-18;-40;-11;-8;-2;-2;-5;-7;0;45;39;1;0;15;-4;4;-9;-35;21;5;-14;-9;13;-1;34;21;-27;-6;-2;-2;-4;8;20;-32;-20;-3;-4;-5;-1;-23;-45;-24;5;-5;3;20;14;,5
-2;-18;-40;-11;-8;-2;-2;-5;-7;0;45;39;1;0;15;-4;4;-9;-35;21;5;-14;-9;13;-1;34;21;-27;-6;-2;-2;-4;8;20;-32;-20;-3;-4;-5;-1;-23;-45;-24;5;-5;3;20;14;10;17;31;8;3;-13;-4;4;-24;-76;-42;-6;6;1;10;8;,5
4;-9;-35;21;5;-14;-9;13;-1;34;21;-27;-6;-2;-2;-4;8;20;-32;-20;-3;-4;-5;-1;-23;-45;-24;5;-5;3;20;14;10;17;31;8;3;-13;-4;4;-24;-76;-42;-6;6;1;10;8;-8;35;27;-17;-6;-2;-5;-7;14;30;29;21;-1;10;1;2;,5
8;20;-32;-20;-3;-4;-5;-1;-23;-45;-24;5;-5;3;20;14;10;17;31;8;3;-13;-4;4;-24;-76;-42;-6;6;1;10;8;-8;35;27;-17;-6;-2;-5;-7;14;30;29;21;-1;10;1;2;0;-25;-28;-3;-4;0;7;-4;12;28;-32;-24;3;-4;-25;3;,5
-8;35;27;-17;-6;-2;-5;-7;14;30;29;21;-1;10;1;2;0;-25;-28;-3;-4;0;7;-4;12;28;-32;-24;3;-4;-25;3;-3;-35;-1;1;-2;-1;7;1;-12;-13;17;-39;-10;-20;-8;-7;3;34;41;9;1;36;18;2;-4;39;-41;21;6;-3;7;1;,5
0;-25;-28;-3;-4;0;7;-4;12;28;-32;-24;3;-4;-25;3;-3;-35;-1;1;-2;-1;7;1;-12;-13;17;-39;-10;-20;-8;-7;3;34;41;9;1;36;18;2;-4;39;-41;21;6;-3;7;1;-4;-33;6;7;3;-7;4;1;6;26;-12;18;2;-17;-15;1;,5
-3;-35;-1;1;-2;-1;7;1;-12;-13;17;-39;-10;-20;-8;-7;3;34;41;9;1;36;18;2;-4;39;-41;21;6;-3;7;1;-4;-33;6;7;3;-7;4;1;6;26;-12;18;2;-17;-15;1;-7;-23;-10;-4;-8;6;6;-2;4;-7;-11;-33;-9;-7;-16;-9;,5
3;34;41;9;1;36;18;2;-4;39;-41;21;6;-3;7;1;-4;-33;6;7;3;-7;4;1;6;26;-12;18;2;-17;-15;1;-7;-23;-10;-4;-8;6;6;-2;4;-7;-11;-33;-9;-7;-16;-9;7;7;21;42;4;9;5;1;0;-18;0;-7;1;-2;1;-5;,5
-4;-33;6;7;3;-7;4;1;6;26;-12;18;2;-17;-15;1;-7;-23;-10;-4;-8;6;6;-2;4;-7;-11;-33;-9;-7;-16;-9;7;7;21;42;4;9;5;1;0;-18;0;-7;1;-2;1;-5;-21;-40;-24;-37;0;-9;7;0;5;29;4;42;-5;-13;-20;-9;,5
