value,gesture
1;4;19;-78;-11;4;43;22;-10;-2;-27;84;3;-11;-33;-16;1;4;6;-63;-9;4;-6;-48;1;-6;-32;43;9;3;82;28;-11;-2;17;84;2;-3;14;55;14;7;32;-38;-1;-2;-37;-40;-11;-4;-5;31;-6;-5;7;25;0;0;35;42;1;-4;-12;-66;,3
1;4;19;-78;-11;4;43;22;-10;-2;-27;84;3;-11;-33;-16;1;4;6;-63;-9;4;-6;-48;1;-6;-32;43;9;3;82;28;-11;-2;17;84;2;-3;14;55;14;7;32;-38;-1;-2;-37;-40;-11;-4;-5;31;-6;-5;7;25;0;0;35;42;1;-4;-12;-66;,3
-11;-2;17;84;2;-3;14;55;14;7;32;-38;-1;-2;-37;-40;-11;-4;-5;31;-6;-5;7;25;0;0;35;42;1;-4;-12;-66;3;-1;0;9;-5;0;-22;23;11;-1;-49;10;4;0;20;5;2;-11;-19;-78;-10;-4;3;7;-6;-7;42;41;5;-3;-39;-10;,3
-11;-4;-5;31;-6;-5;7;25;0;0;35;42;1;-4;-12;-66;3;-1;0;9;-5;0;-22;23;11;-1;-49;10;4;0;20;5;2;-11;-19;-78;-10;-4;3;7;-6;-7;42;41;5;-3;-39;-10;-8;1;-22;-30;-5;0;-23;-7;6;-8;-27;14;-9;-7;18;40;,3
3;-1;0;9;-5;0;-22;23;11;-1;-49;10;4;0;20;5;2;-11;-19;-78;-10;-4;3;7;-6;-7;42;41;5;-3;-39;-10;-8;1;-22;-30;-5;0;-23;-7;6;-8;-27;14;-9;-7;18;40;-14;4;-10;65;-2;-12;11;-21;-2;-1;-38;-74;-4;9;-16;7;,3
-8;1;-22;-30;-5;0;-23;-7;6;-8;-27;14;-9;-7;18;40;-14;4;-10;65;-2;-12;11;-21;-2;-1;-38;-74;-4;9;-16;7;-4;6;13;-19;-7;-3;37;-22;-6;-3;2;-21;1;-2;5;23;3;-6;12;42;-1;6;-24;0;1;1;-15;-47;-2;-6;-61;-5;,3
-8;1;-22;-30;-5;0;-23;-7;6;-8;-27;14;-9;-7;18;40;-14;4;-10;65;-2;-12;11;-21;-2;-1;-38;-74;-4;9;-16;7;-4;6;13;-19;-7;-3;37;-22;-6;-3;2;-21;1;-2;5;23;3;-6;12;42;-1;6;-24;0;1;1;-15;-47;-2;-6;-61;-5;,3
-4;6;13;-19;-7;-3;37;-22;-6;-3;2;-21;1;-2;5;23;3;-6;12;42;-1;6;-24;0;1;1;-15;-47;-2;-6;-61;-5;-5;-4;7;-16;6;-9;24;-13;-13;-2;-48;66;1;8;-30;14;19;6;51;-23;-4;-19;-21;-13;-7;-4;-31;-30;0;10;32;-5;,3
3;-6;12;42;-1;6;-24;0;1;1;-15;-47;-2;-6;-61;-5;-5;-4;7;-16;6;-9;24;-13;-13;-2;-48;66;1;8;-30;14;19;6;51;-23;-4;-19;-21;-13;-7;-4;-31;-30;0;10;32;-5;-8;-2;67;76;3;4;-32;-54;-4;-8;-67;-103;-5;-2;-32;-16;,3
-5;-4;7;-16;6;-9;24;-13;-13;-2;-48;66;1;8;-30;14;19;6;51;-23;-4;-19;-21;-13;-7;-4;-31;-30;0;10;32;-5;-8;-2;67;76;3;4;-32;-54;-4;-8;-67;-103;-5;-2;-32;-16;-2;6;37;17;7;-7;-4;-7;14;-14;-14;-6;-7;6;43;38;,3
19;6;51;-23;-4;-19;-21;-13;-7;-4;-31;-30;0;10;32;-5;-8;-2;67;76;3;4;-32;-54;-4;-8;-67;-103;-5;-2;-32;-16;-2;6;37;17;7;-7;-4;-7;14;-14;-14;-6;-7;6;43;38;-5;9;10;-22;5;-4;-54;-19;-9;-1;3;-27;2;0;45;49;,3
-8;-2;67;76;3;4;-32;-54;-4;-8;-67;-103;-5;-2;-32;-16;-2;6;37;17;7;-7;-4;-7;14;-14;-14;-6;-7;6;43;38;-5;9;10;-22;5;-4;-54;-19;-9;-1;3;-27;2;0;45;49;2;2;-34;10;-1;14;-28;-1;-4;-8;-4;-90;-8;-15;20;-4;,3
-5;9;10;-22;5;-4;-54;-19;-9;-1;3;-27;2;0;45;49;2;2;-34;10;-1;14;-28;-1;-4;-8;-4;-90;-8;-15;20;-4;-5;-9;5;18;-4;-5;24;-30;-1;-3;7;-16;-2;-8;-12;-10;-7;3;10;80;11;23;38;7;11;6;3;86;-1;-7;-4;-11;,3
2;2;-34;10;-1;14;-28;-1;-4;-8;-4;-90;-8;-15;20;-4;-5;-9;5;18;-4;-5;24;-30;-1;-3;7;-16;-2;-8;-12;-10;-7;3;10;80;11;23;38;7;11;6;3;86;-1;-7;-4;-11;-6;-8;-37;-48;-6;-2;30;-9;-13;3;51;-74;-8;-12;-1;-12;,3
-5;-9;5;18;-4;-5;24;-30;-1;-3;7;-16;-2;-8;-12;-10;-7;3;10;80;11;23;38;7;11;6;3;86;-1;-7;-4;-11;-6;-8;-37;-48;-6;-2;30;-9;-13;3;51;-74;-8;-12;-1;-12;15;-1;-27;15;6;13;29;49;2;2;17;35;4;3;-18;6;,3
-6;-8;-37;-48;-6;-2;30;-9;-13;3;51;-74;-8;-12;-1;-12;15;-1;-27;15;6;13;29;49;2;2;17;35;4;3;-18;6;-1;5;-22;26;8;1;-10;-19;11;0;-3;14;-10;-6;15;27;-32;-4;22;-24;-6;-8;-58;-24;6;1;-24;-96;-7;-9;3;5;,3
-6;-8;-37;-48;-6;-2;30;-9;-13;3;51;-74;-8;-12;-1;-12;15;-1;-27;15;6;13;29;49;2;2;17;35;4;3;-18;6;-1;5;-22;26;8;1;-10;-19;11;0;-3;14;-10;-6;15;27;-32;-4;22;-24;-6;-8;-58;-24;6;1;-24;-96;-7;-9;3;5;,3
-1;5;-22;26;8;1;-10;-19;11;0;-3;14;-10;-6;15;27;-32;-4;22;-24;-6;-8;-58;-24;6;1;-24;-96;-7;-9;3;5;-5;-3;12;13;1;5;-6;19;5;-18;-20;37;2;-3;-42;-47;-8;5;8;26;5;7;6;18;-8;-5;20;-60;-15;-7;-6;3;,3
-32;-4;22;-24;-6;-8;-58;-24;6;1;-24;-96;-7;-9;3;5;-5;-3;12;13;1;5;-6;19;5;-18;-20;37;2;-3;-42;-47;-8;5;8;26;5;7;6;18;-8;-5;20;-60;-15;-7;-6;3;7;0;-28;-23;0;-3;2;-18;-5;-9;39;52;-5;-4;-10;-18;,3
-5;-3;12;13;1;5;-6;19;5;-18;-20;37;2;-3;-42;-47;-8;5;8;26;5;7;6;18;-8;-5;20;-60;-15;-7;-6;3;7;0;-28;-23;0;-3;2;-18;-5;-9;39;52;-5;-4;-10;-18;4;-1;-49;-2;-4;-1;11;-2;-7;0;15;-42;2;-19;-41;-17;,3
7;0;-28;-23;0;-3;2;-18;-5;-9;39;52;-5;-4;-10;-18;4;-1;-49;-2;-4;-1;11;-2;-7;0;15;-42;2;-19;-41;-17;-2;-6;3;107;4;8;-47;34;4;3;-33;-126;-1;11;0;78;1;4;35;23;-12;-8;-43;-73;-1;4;11;121;12;-5;57;87;,3
7;0;-28;-23;0;-3;2;-18;-5;-9;39;52;-5;-4;-10;-18;4;-1;-49;-2;-4;-1;11;-2;-7;0;15;-42;2;-19;-41;-17;-2;-6;3;107;4;8;-47;34;4;3;-33;-126;-1;11;0;78;1;4;35;23;-12;-8;-43;-73;-1;4;11;121;12;-5;57;87;,3
-2;-6;3;107;4;8;-47;34;4;3;-33;-126;-1;11;0;78;1;4;35;23;-12;-8;-43;-73;-1;4;11;121;12;-5;57;87;6;-4;-9;-112;-12;-9;-66;-41;-1;5;-19;71;8;-2;-13;-3;-7;-10;10;-54;-5;-13;-40;-25;5;-1;-2;-13;-4;15;-19;-49;,3
1;4;35;23;-12;-8;-43;-73;-1;4;11;121;12;-5;57;87;6;-4;-9;-112;-12;-9;-66;-41;-1;5;-19;71;8;-2;-13;-3;-7;-10;10;-54;-5;-13;-40;-25;5;-1;-2;-13;-4;15;-19;-49;-6;-5;-14;-36;-7;-20;13;39;-5;10;25;35;-2;18;50;-15;,3
6;-4;-9;-112;-12;-9;-66;-41;-1;5;-19;71;8;-2;-13;-3;-7;-10;10;-54;-5;-13;-40;-25;5;-1;-2;-13;-4;15;-19;-49;-6;-5;-14;-36;-7;-20;13;39;-5;10;25;35;-2;18;50;-15;-5;-10;15;-42;-4;0;37;-25;3;1;-31;41;-1;-2;-40;8;,3
-7;-10;10;-54;-5;-13;-40;-25;5;-1;-2;-13;-4;15;-19;-49;-6;-5;-14;-36;-7;-20;13;39;-5;10;25;35;-2;18;50;-15;-5;-10;15;-42;-4;0;37;-25;3;1;-31;41;-1;-2;-40;8;3;-2;14;-84;0;3;13;0;1;1;4;14;4;-7;-4;-16;,3
-6;-5;-14;-36;-7;-20;13;39;-5;10;25;35;-2;18;50;-15;-5;-10;15;-42;-4;0;37;-25;3;1;-31;41;-1;-2;-40;8;3;-2;14;-84;0;3;13;0;1;1;4;14;4;-7;-4;-16;3;4;24;-13;-3;-2;12;37;-4;-3;-39;115;20;2;-26;-14;,3
-5;-10;15;-42;-4;0;37;-25;3;1;-31;41;-1;-2;-40;8;3;-2;14;-84;0;3;13;0;1;1;4;14;4;-7;-4;-16;3;4;24;-13;-3;-2;12;37;-4;-3;-39;115;20;2;-26;-14;6;-9;29;23;-15;-2;-21;-9;4;10;31;38;-3;-4;-15;10;,3
3;-2;14;-84;0;3;13;0;1;1;4;14;4;-7;-4;-16;3;4;24;-13;-3;-2;12;37;-4;-3;-39;115;20;2;-26;-14;6;-9;29;23;-15;-2;-21;-9;4;10;31;38;-3;-4;-15;10;1;-6;-110;29;6;5;46;32;-8;0;47;28;-1;3;29;-53;,3
6;-9;29;23;-15;-2;-21;-9;4;10;31;38;-3;-4;-15;10;1;-6;-110;29;6;5;46;32;-8;0;47;28;-1;3;29;-53;-7;-15;-68;116;12;-9;6;38;2;6;46;-63;-16;2;39;-68;-1;1;16;47;5;-2;3;29;-4;-4;-11;-58;-3;-7;-45;-35;,3
1;-6;-110;29;6;5;46;32;-8;0;47;28;-1;3;29;-53;-7;-15;-68;116;12;-9;6;38;2;6;46;-63;-16;2;39;-68;-1;1;16;47;5;-2;3;29;-4;-4;-11;-58;-3;-7;-45;-35;10;6;-16;58;6;43;95;58;-9;-6;25;20;1;-1;-11;-10;,3
-7;-15;-68;116;12;-9;6;38;2;6;46;-63;-16;2;39;-68;-1;1;16;47;5;-2;3;29;-4;-4;-11;-58;-3;-7;-45;-35;10;6;-16;58;6;43;95;58;-9;-6;25;20;1;-1;-11;-10;3;3;-22;24;-2;1;66;27;6;9;61;27;-6;-8;-39;-6;,3
-1;1;16;47;5;-2;3;29;-4;-4;-11;-58;-3;-7;-45;-35;10;6;-16;58;6;43;95;58;-9;-6;25;20;1;-1;-11;-10;3;3;-22;24;-2;1;66;27;6;9;61;27;-6;-8;-39;-6;-17;0;9;-6;-4;-16;-30;-69;-3;-3;-10;-28;10;-2;21;33;,3
10;6;-16;58;6;43;95;58;-9;-6;25;20;1;-1;-11;-10;3;3;-22;24;-2;1;66;27;6;9;61;27;-6;-8;-39;-6;-17;0;9;-6;-4;-16;-30;-69;-3;-3;-10;-28;10;-2;21;33;15;19;-12;-31;-2;19;19;12;-2;-7;-46;71;7;0;3;50;,3
-17;0;9;-6;-4;-16;-30;-69;-3;-3;-10;-28;10;-2;21;33;15;19;-12;-31;-2;19;19;12;-2;-7;-46;71;7;0;3;50;-3;15;49;-35;-12;-3;19;-30;12;-9;-34;-43;3;-3;-42;16;-10;1;77;71;-1;-13;-27;-29;8;-3;-51;-58;-9;1;37;10;,3
15;19;-12;-31;-2;19;19;12;-2;-7;-46;71;7;0;3;50;-3;15;49;-35;-12;-3;19;-30;12;-9;-34;-43;3;-3;-42;16;-10;1;77;71;-1;-13;-27;-29;8;-3;-51;-58;-9;1;37;10;2;6;0;19;4;-4;-20;10;-8;0;-12;-39;-2;-9;-23;12;,3
-3;15;49;-35;-12;-3;19;-30;12;-9;-34;-43;3;-3;-42;16;-10;1;77;71;-1;-13;-27;-29;8;-3;-51;-58;-9;1;37;10;2;6;0;19;4;-4;-20;10;-8;0;-12;-39;-2;-9;-23;12;4;-5;14;-27;-6;1;-34;-18;-13;-3;21;24;0;15;44;12;,3
2;6;0;19;4;-4;-20;10;-8;0;-12;-39;-2;-9;-23;12;4;-5;14;-27;-6;1;-34;-18;-13;-3;21;24;0;15;44;12;4;-2;-32;-47;-2;-29;-29;6;-20;-6;36;88;-8;12;24;18;14;-4;-4;-101;-5;7;-51;-9;-10;-4;-19;41;2;-3;23;-4;,3
2;6;0;19;4;-4;-20;10;-8;0;-12;-39;-2;-9;-23;12;4;-5;14;-27;-6;1;-34;-18;-13;-3;21;24;0;15;44;12;4;-2;-32;-47;-2;-29;-29;6;-20;-6;36;88;-8;12;24;18;14;-4;-4;-101;-5;7;-51;-9;-10;-4;-19;41;2;-3;23;-4;,3
4;-2;-32;-47;-2;-29;-29;6;-20;-6;36;88;-8;12;24;18;14;-4;-4;-101;-5;7;-51;-9;-10;-4;-19;41;2;-3;23;-4;-3;2;25;-20;4;-5;-21;29;4;-3;-25;-70;-8;-2;-10;-41;-6;13;6;77;12;-3;-5;29;-4;-2;33;-98;-22;-3;-10;-63;,3
14;-4;-4;-101;-5;7;-51;-9;-10;-4;-19;41;2;-3;23;-4;-3;2;25;-20;4;-5;-21;29;4;-3;-25;-70;-8;-2;-10;-41;-6;13;6;77;12;-3;-5;29;-4;-2;33;-98;-22;-3;-10;-63;3;-3;22;47;2;5;0;-17;-5;-7;-13;-69;-5;-27;-33;12;,3
-3;2;25;-20;4;-5;-21;29;4;-3;-25;-70;-8;-2;-10;-41;-6;13;6;77;12;-3;-5;29;-4;-2;33;-98;-22;-3;-10;-63;3;-3;22;47;2;5;0;-17;-5;-7;-13;-69;-5;-27;-33;12;-6;-11;-30;71;2;11;-12;-21;2;7;20;-92;-6;4;-15;-21;,3
-6;13;6;77;12;-3;-5;29;-4;-2;33;-98;-22;-3;-10;-63;3;-3;22;47;2;5;0;-17;-5;-7;-13;-69;-5;-27;-33;12;-6;-11;-30;71;2;11;-12;-21;2;7;20;-92;-6;4;-15;-21;1;-1;-1;18;5;4;76;56;2;0;-5;68;3;6;3;-5;,3
3;-3;22;47;2;5;0;-17;-5;-7;-13;-69;-5;-27;-33;12;-6;-11;-30;71;2;11;-12;-21;2;7;20;-92;-6;4;-15;-21;1;-1;-1;18;5;4;76;56;2;0;-5;68;3;6;3;-5;-10;-3;-11;-23;-3;-4;37;-15;5;4;9;-2;1;-3;-45;-3;,3
1;-1;-1;18;5;4;76;56;2;0;-5;68;3;6;3;-5;-10;-3;-11;-23;-3;-4;37;-15;5;4;9;-2;1;-3;-45;-3;11;-3;-14;-7;2;8;5;8;-4;5;-19;119;25;11;12;-29;13;-2;6;-63;-32;-33;-42;59;-3;-8;-14;70;3;15;34;4;,3
-10;-3;-11;-23;-3;-4;37;-15;5;4;9;-2;1;-3;-45;-3;11;-3;-14;-7;2;8;5;8;-4;5;-19;119;25;11;12;-29;13;-2;6;-63;-32;-33;-42;59;-3;-8;-14;70;3;15;34;4;-8;-5;20;-3;-1;4;2;-24;18;0;-59;2;7;1;-14;15;,3
11;-3;-14;-7;2;8;5;8;-4;5;-19;119;25;11;12;-29;13;-2;6;-63;-32;-33;-42;59;-3;-8;-14;70;3;15;34;4;-8;-5;20;-3;-1;4;2;-24;18;0;-59;2;7;1;-14;15;-16;-7;-3;4;3;-3;3;-55;-1;9;27;52;-4;6;62;87;,3
-8;-5;20;-3;-1;4;2;-24;18;0;-59;2;7;1;-14;15;-16;-7;-3;4;3;-3;3;-55;-1;9;27;52;-4;6;62;87;1;3;-21;13;-1;5;-8;-11;-3;4;33;-88;-11;-8;-13;8;-1;-7;-2;-107;-9;2;21;39;10;-11;-46;99;11;-16;-29;5;,3
-16;-7;-3;4;3;-3;3;-55;-1;9;27;52;-4;6;62;87;1;3;-21;13;-1;5;-8;-11;-3;4;33;-88;-11;-8;-13;8;-1;-7;-2;-107;-9;2;21;39;10;-11;-46;99;11;-16;-29;5;-17;8;36;31;-3;7;-15;-53;13;8;31;9;-2;8;54;-1;,3
1;3;-21;13;-1;5;-8;-11;-3;4;33;-88;-11;-8;-13;8;-1;-7;-2;-107;-9;2;21;39;10;-11;-46;99;11;-16;-29;5;-17;8;36;31;-3;7;-15;-53;13;8;31;9;-2;8;54;-1;-8;-7;-22;61;10;-4;7;9;11;5;32;12;0;-10;-56;0;,3
-1;-7;-2;-107;-9;2;21;39;10;-11;-46;99;11;-16;-29;5;-17;8;36;31;-3;7;-15;-53;13;8;31;9;-2;8;54;-1;-8;-7;-22;61;10;-4;7;9;11;5;32;12;0;-10;-56;0;-9;-4;-37;-37;-3;-6;49;0;1;2;3;-20;-5;-11;-14;-2;,3
-17;8;36;31;-3;7;-15;-53;13;8;31;9;-2;8;54;-1;-8;-7;-22;61;10;-4;7;9;11;5;32;12;0;-10;-56;0;-9;-4;-37;-37;-3;-6;49;0;1;2;3;-20;-5;-11;-14;-2;-8;-8;-24;-64;1;6;13;5;-4;1;9;32;2;-18;-20;-58;,3
-8;-7;-22;61;10;-4;7;9;11;5;32;12;0;-10;-56;0;-9;-4;-37;-37;-3;-6;49;0;1;2;3;-20;-5;-11;-14;-2;-8;-8;-24;-64;1;6;13;5;-4;1;9;32;2;-18;-20;-58;8;-2;-12;-2;-4;7;18;53;-12;-9;-27;-49;-5;9;4;-26;,3
-8;-8;-24;-64;1;6;13;5;-4;1;9;32;2;-18;-20;-58;8;-2;-12;-2;-4;7;18;53;-12;-9;-27;-49;-5;9;4;-26;3;2;34;62;-1;-3;8;13;-5;-3;-64;-101;0;-4;-8;-7;0;-5;-5;60;-3;-14;-1;-19;-1;-2;-11;-11;8;15;52;9;,3
8;-2;-12;-2;-4;7;18;53;-12;-9;-27;-49;-5;9;4;-26;3;2;34;62;-1;-3;8;13;-5;-3;-64;-101;0;-4;-8;-7;0;-5;-5;60;-3;-14;-1;-19;-1;-2;-11;-11;8;15;52;9;5;11;-4;3;-3;-7;-19;-5;-15;-15;-33;-22;-2;5;-17;-15;,3
3;2;34;62;-1;-3;8;13;-5;-3;-64;-101;0;-4;-8;-7;0;-5;-5;60;-3;-14;-1;-19;-1;-2;-11;-11;8;15;52;9;5;11;-4;3;-3;-7;-19;-5;-15;-15;-33;-22;-2;5;-17;-15;-6;-4;30;31;1;-5;-23;-26;11;9;37;106;9;4;-23;11;,3
5;11;-4;3;-3;-7;-19;-5;-15;-15;-33;-22;-2;5;-17;-15;-6;-4;30;31;1;-5;-23;-26;11;9;37;106;9;4;-23;11;-1;1;-33;-30;-5;4;55;26;0;2;12;-71;-14;-12;-6;5;-8;-8;-35;-34;12;-1;-35;-19;1;3;5;80;1;20;20;2;,3
-6;-4;30;31;1;-5;-23;-26;11;9;37;106;9;4;-23;11;-1;1;-33;-30;-5;4;55;26;0;2;12;-71;-14;-12;-6;5;-8;-8;-35;-34;12;-1;-35;-19;1;3;5;80;1;20;20;2;-10;-3;41;-110;-7;2;-15;-17;11;6;-1;39;3;2;11;7;,3
-1;1;-33;-30;-5;4;55;26;0;2;12;-71;-14;-12;-6;5;-8;-8;-35;-34;12;-1;-35;-19;1;3;5;80;1;20;20;2;-10;-3;41;-110;-7;2;-15;-17;11;6;-1;39;3;2;11;7;6;6;-18;12;1;-11;-80;-18;-6;-4;-10;-50;-9;5;9;34;,3
-8;-8;-35;-34;12;-1;-35;-19;1;3;5;80;1;20;20;2;-10;-3;41;-110;-7;2;-15;-17;11;6;-1;39;3;2;11;7;6;6;-18;12;1;-11;-80;-18;-6;-4;-10;-50;-9;5;9;34;-17;-6;58;6;-4;-10;-54;-86;10;0;-25;13;6;10;64;17;,3
-10;-3;41;-110;-7;2;-15;-17;11;6;-1;39;3;2;11;7;6;6;-18;12;1;-11;-80;-18;-6;-4;-10;-50;-9;5;9;34;-17;-6;58;6;-4;-10;-54;-86;10;0;-25;13;6;10;64;17;-2;-7;-67;-28;-1;3;2;9;-6;2;53;22;-6;-19;-40;-17;,3
6;6;-18;12;1;-11;-80;-18;-6;-4;-10;-50;-9;5;9;34;-17;-6;58;6;-4;-10;-54;-86;10;0;-25;13;6;10;64;17;-2;-7;-67;-28;-1;3;2;9;-6;2;53;22;-6;-19;-40;-17;12;-3;-22;-23;6;11;2;17;-19;0;23;-75;-12;-8;-38;-29;,3
-2;-7;-67;-28;-1;3;2;9;-6;2;53;22;-6;-19;-40;-17;12;-3;-22;-23;6;11;2;17;-19;0;23;-75;-12;-8;-38;-29;7;5;40;93;0;-2;-16;-21;-5;-6;-44;-2;-4;-1;-16;-11;-1;1;-23;81;0;-4;22;-11;-10;0;32;-13;-6;-5;-52;-17;,3
12;-3;-22;-23;6;11;2;17;-19;0;23;-75;-12;-8;-38;-29;7;5;40;93;0;-2;-16;-21;-5;-6;-44;-2;-4;-1;-16;-11;-1;1;-23;81;0;-4;22;-11;-10;0;32;-13;-6;-5;-52;-17;6;3;16;100;9;-2;21;43;6;21;31;-27;-12;3;37;-7;,3
7;5;40;93;0;-2;-16;-21;-5;-6;-44;-2;-4;-1;-16;-11;-1;1;-23;81;0;-4;22;-11;-10;0;32;-13;-6;-5;-52;-17;6;3;16;100;9;-2;21;43;6;21;31;-27;-12;3;37;-7;-5;-3;-17;-31;6;6;5;-60;-2;-8;-22;28;1;1;-34;33;,3
6;3;16;100;9;-2;21;43;6;21;31;-27;-12;3;37;-7;-5;-3;-17;-31;6;6;5;-60;-2;-8;-22;28;1;1;-34;33;0;2;8;-20;4;12;-8;6;-9;-13;28;-58;-16;-18;11;11;1;-7;-26;11;-1;1;-12;4;-9;4;13;61;5;6;-5;-46;,3
6;3;16;100;9;-2;21;43;6;21;31;-27;-12;3;37;-7;-5;-3;-17;-31;6;6;5;-60;-2;-8;-22;28;1;1;-34;33;0;2;8;-20;4;12;-8;6;-9;-13;28;-58;-16;-18;11;11;1;-7;-26;11;-1;1;-12;4;-9;4;13;61;5;6;-5;-46;,3
0;2;8;-20;4;12;-8;6;-9;-13;28;-58;-16;-18;11;11;1;-7;-26;11;-1;1;-12;4;-9;4;13;61;5;6;-5;-46;11;-4;20;-116;-13;-14;11;29;-6;-5;-22;21;10;8;2;-20;3;0;31;27;-14;-5;4;37;-3;-3;-10;-14;3;1;-3;-11;,3
1;-7;-26;11;-1;1;-12;4;-9;4;13;61;5;6;-5;-46;11;-4;20;-116;-13;-14;11;29;-6;-5;-22;21;10;8;2;-20;3;0;31;27;-14;-5;4;37;-3;-3;-10;-14;3;1;-3;-11;6;4;12;-5;-4;0;8;3;-5;-4;-16;-7;1;-4;-23;-38;,3
11;-4;20;-116;-13;-14;11;29;-6;-5;-22;21;10;8;2;-20;3;0;31;27;-14;-5;4;37;-3;-3;-10;-14;3;1;-3;-11;6;4;12;-5;-4;0;8;3;-5;-4;-16;-7;1;-4;-23;-38;-5;-9;-14;83;3;-7;-19;41;10;3;10;-9;3;3;35;39;,3
3;0;31;27;-14;-5;4;37;-3;-3;-10;-14;3;1;-3;-11;6;4;12;-5;-4;0;8;3;-5;-4;-16;-7;1;-4;-23;-38;-5;-9;-14;83;3;-7;-19;41;10;3;10;-9;3;3;35;39;-7;4;36;-46;-14;-4;-1;-17;4;12;-90;-3;4;-1;-30;-2;,3
6;4;12;-5;-4;0;8;3;-5;-4;-16;-7;1;-4;-23;-38;-5;-9;-14;83;3;-7;-19;41;10;3;10;-9;3;3;35;39;-7;4;36;-46;-14;-4;-1;-17;4;12;-90;-3;4;-1;-30;-2;1;-7;29;-84;-3;2;-31;-21;-5;-3;-20;43;1;3;51;25;,3
-7;4;36;-46;-14;-4;-1;-17;4;12;-90;-3;4;-1;-30;-2;1;-7;29;-84;-3;2;-31;-21;-5;-3;-20;43;1;3;51;25;-1;1;11;42;9;-1;-54;-36;-6;-7;32;-48;-8;-19;15;29;11;0;-18;27;-6;-2;-28;6;-7;1;18;-61;-6;8;35;-21;,3
1;-7;29;-84;-3;2;-31;-21;-5;-3;-20;43;1;3;51;25;-1;1;11;42;9;-1;-54;-36;-6;-7;32;-48;-8;-19;15;29;11;0;-18;27;-6;-2;-28;6;-7;1;18;-61;-6;8;35;-21;1;-10;-34;-15;-3;5;-8;-3;1;-2;-18;38;6;5;12;2;,3
-1;1;11;42;9;-1;-54;-36;-6;-7;32;-48;-8;-19;15;29;11;0;-18;27;-6;-2;-28;6;-7;1;18;-61;-6;8;35;-21;1;-10;-34;-15;-3;5;-8;-3;1;-2;-18;38;6;5;12;2;-4;2;37;76;4;-15;-5;6;4;-4;-11;-54;-1;2;11;18;,3
1;-10;-34;-15;-3;5;-8;-3;1;-2;-18;38;6;5;12;2;-4;2;37;76;4;-15;-5;6;4;-4;-11;-54;-1;2;11;18;-8;-3;-28;69;-3;6;22;15;-9;0;76;-30;-16;-9;13;-36;6;3;-54;-33;4;-7;3;7;0;-6;10;39;7;8;-36;-8;,3
1;-10;-34;-15;-3;5;-8;-3;1;-2;-18;38;6;5;12;2;-4;2;37;76;4;-15;-5;6;4;-4;-11;-54;-1;2;11;18;-8;-3;-28;69;-3;6;22;15;-9;0;76;-30;-16;-9;13;-36;6;3;-54;-33;4;-7;3;7;0;-6;10;39;7;8;-36;-8;,3
-8;-3;-28;69;-3;6;22;15;-9;0;76;-30;-16;-9;13;-36;6;3;-54;-33;4;-7;3;7;0;-6;10;39;7;8;-36;-8;-4;-3;-18;-32;-17;-7;14;-22;-5;-9;-3;72;2;-7;-4;3;-1;-4;-32;6;6;15;20;-16;-1;-2;5;18;-9;-11;20;11;,3
6;3;-54;-33;4;-7;3;7;0;-6;10;39;7;8;-36;-8;-4;-3;-18;-32;-17;-7;14;-22;-5;-9;-3;72;2;-7;-4;3;-1;-4;-32;6;6;15;20;-16;-1;-2;5;18;-9;-11;20;11;-10;-2;-6;-114;-5;-7;20;50;-1;-5;-15;-24;1;-12;-49;-20;,3
-4;-3;-18;-32;-17;-7;14;-22;-5;-9;-3;72;2;-7;-4;3;-1;-4;-32;6;6;15;20;-16;-1;-2;5;18;-9;-11;20;11;-10;-2;-6;-114;-5;-7;20;50;-1;-5;-15;-24;1;-12;-49;-20;1;-2;10;100;-1;12;50;-2;-6;3;18;7;1;-3;10;20;,3
-10;-2;-6;-114;-5;-7;20;50;-1;-5;-15;-24;1;-12;-49;-20;1;-2;10;100;-1;12;50;-2;-6;3;18;7;1;-3;10;20;0;-6;-13;1;4;8;19;21;10;-3;-12;26;2;-5;-29;34;-24;-1;5;-4;-1;-14;-41;-24;2;10;30;60;4;-3;27;-3;,3
-10;-2;-6;-114;-5;-7;20;50;-1;-5;-15;-24;1;-12;-49;-20;1;-2;10;100;-1;12;50;-2;-6;3;18;7;1;-3;10;20;0;-6;-13;1;4;8;19;21;10;-3;-12;26;2;-5;-29;34;-24;-1;5;-4;-1;-14;-41;-24;2;10;30;60;4;-3;27;-3;,3
0;-6;-13;1;4;8;19;21;10;-3;-12;26;2;-5;-29;34;-24;-1;5;-4;-1;-14;-41;-24;2;10;30;60;4;-3;27;-3;0;-5;-13;-15;-1;-1;-38;-2;-4;-1;10;5;8;20;34;3;9;2;-16;-7;-4;-6;-18;-6;-7;-14;-51;-47;-4;-10;6;28;,3
-24;-1;5;-4;-1;-14;-41;-24;2;10;30;60;4;-3;27;-3;0;-5;-13;-15;-1;-1;-38;-2;-4;-1;10;5;8;20;34;3;9;2;-16;-7;-4;-6;-18;-6;-7;-14;-51;-47;-4;-10;6;28;4;26;16;22;0;4;-55;-39;-10;-7;-25;-1;1;0;57;-11;,3
